item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,ingredients,allergens,scraped_at
243782366,French Beef Panini,13,Cafe,All Day,Paninis,Sandwich (385g),960,52g,16g,NA,145mg,1540mg,72g,3g,4g,51g,"Bread Baguette Demi French White 4 Oz Un (UNBLEACHED ENRICHED WHEAT FLOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER, SALT, YEAST.), Roast Beef Saladalia (Cap Off Beef Top Inside Round (BEEF, WATER, VINEGAR, SEA SALT. RUBBED WITH: SEA SALT, CRACKED BLACK PEPPER.), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Spice Pepper Black Ground), White French Dressing (Buttermilk Whole (CULTURED MILK, SALT, CORNSTARCH, VIT D3), Mayonaise HVY Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Ranch Dressing (INGREDIENTS: SOYBEAN OIL, WATER, VINEGAR, SUGAR, EGG YOLKS, SALT, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, BUTTERMILK*, WHEY*, XANTHAN GUM, GARLIC*, SPICE, PHOSPHORIC ACID, ONIONS*, DISODIUM GUANYLATE, DISODIUM INOSINATE, NATURAL FLAVOR, SORBIC ACID AND CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR) *DRIED)), Tomato 4x5 (TOMATO), Cheese Swiss Sliced 3.5"" Twin Pack (SWISS CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES).), Roasted Onions (Jumbo Red Onion, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Spice Pepper Black Ground, Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)))",,2025-05-31T23:25:46.781164
243782368,Fried Chicken Pimiento Cheese Panini,13,Cafe,All Day,Paninis,Sandwich (330g),680,34g,11g,NA,90mg,1590mg,60g,4g,4g,34g,"Cheese Pimento HM (Peppers Red Roasted Strip 1/4"" (BELL PEPPERS, WATER, SALT, CITRIC ACID.), Cheese Cheddar Mild SHRED (CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO [COLOR]), POTATO STARCH AND POWERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).), Plain Cream Cheese Loaf (PASTEURIZED CULTURED MILK AND CREAM, WHEY, SALT AND STABILIZERS (XANTHAN GUM, AND/OR CAROB BEAN GUM, AND/OR TORA GUM, AND/OR GUAR GUM).), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Spice Red Pepper Crushed 12 OZ (CRUSHED RED PEPPER.), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Chicken Tenders (Chicken Breast Double Lobe Random, Plain Panko Bread Crumbs (BLEACHED WHEAT FLOUR, DEXTROSE, YEAST, SALT.  CONTAINS WHEAT), Oil Canola Tff Salad (COTTONSEED OIL), Flour All Purpose Sanford SG, Gallon Whole Milk Vit D (MILK, VITAMIN D3), Large White Eggs, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Bread Sourdough (ALL PURPOSE WHITE FLOUR, WHOLE WHEAT FLOUR, CANOLA OIL, SALT, DRY ACTIVE BAKER'S YEAST), Pickles Dill Kosher Long Cut 700-800 Ct (FRESH CUCUMBERS, WATER, SALT, VINEGAR, LACTIC ACID, FRESH GARLIC, SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80, TURMERIC (COLOR)), Green Arugula (ARUGULA), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)",,2025-05-31T23:25:47.602476
243782367,Grilled Ratatouille Panini,13,Cafe,All Day,Paninis,Sandwich (351g),790,27g,12g,NA,40mg,1050mg,109g,5g,6g,27g,"Focaccia Bread (Flour All Purpose Sanford SG, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)), Cheese Mozzarella Log Slcd Whole Milk (PASTEURIZED MILK, VINEGAR, SALT, ENZYMES), Vegetables Grilled (Whole Eggplant, Small Yellow Squash, Medium Squash Zucchini, Oil Canola Tff Salad (COTTONSEED OIL), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground, Dried Thyme Leaf), Peppers Red Roasted Strip 1/4"" (BELL PEPPERS, WATER, SALT, CITRIC ACID.), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Sauce Balsamic Glaze (Cooked Grape Must, ""Aceto Balsamico Di Modena P.G.I."" (Wine, Vinegar, Concentrated and Cooked Grape Must, Caramel Color, Antioxidant: Sulphur Dioxide), Wine Vinegar, Caramel Color, Modified Corn Starch, Xanthan Gum.), Dried Thyme Leaf",,2025-05-31T23:25:48.480036
243782369,The Toscana,13,Cafe,All Day,Paninis,Sandwich (343g),950,59g,20g,NA,125mg,1980mg,69g,3g,3g,37g,"Pork Mortadella 1/2 Stick Ckd Vac Pk (PORK, PORK FAT, WATER, SALT, FLAVORINGS (HYDROLYZED SOY AND WHEY PROTEINS), CONTAINS 2% OR LESS OF THE FOLLOWING: CORN SYRUP, SPICES, SUGAR, DEXTROSE, SODIUM ERYTHORBATE, SODIUM LACTATE, SODIUM DIACETATE, GARLIC, SODIUM NITRITE.), Focaccia Bread (Flour All Purpose Sanford SG, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE), Instant Bakers Dried Yeast (YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID), Sugar White Extra Fine Cane (SUGAR OR SUCROSE)), Cheese Mozzarella Log Whole Milk Roseli 16 oz (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT), Tomato 5x6 #1 Grade Round, Salami Soppressata Pork Log All Natural (PORK, CANE SUGAR, SEA SALT, CULTURED CELERY EXTRACT, SPICE, CHERRY POWDER, DRIED GARLIC, RICE FIBER, SPICE EXTRACTIVES, LACTIC ACID STARTER CULTURE, RICE CONCENTRATE.), Red Wine Vinegar (RED WINE VINEGAR, DILUTED WITH WATER TO 5 ACIDITY), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Genoa Salami (PORK, BEEF, SEA SALT, SUGAR, NATURAL FLAVORS, LACTIC ACID STARTER CULTURE.), Fresh Basil Herb (FRESH BASIL.)",,2025-05-31T23:25:49.274747
243782371,Greek Salad,13,Cafe,All Day,Salads and Bowls,Salad (458g),790,75g,18g,NA,25mg,1860mg,28g,8g,8g,11g,"Cut Harvest Blend Medley Salad Mix (LETTUCE), Vinaigrette Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Spicy Brown Mustard (VINEGAR, MUSTARD SEED, SALT, CONTAINS LESS THAN 2% OF: SPICES AND TURMERIC.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY))), 1/16"" Shredded Carrots, Chickpeas Bush (PREPARED CHICK PEAS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT, AND DISODIUM EDTA ADDED TO PRESERVE COLOR.), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Grape Tomatoes (TOMATO), Whole Pepperoncini Peppers (GREEN PEPPERS, WATER, SALT, VINEGAR, CITRIC ACID, SODIUM BENZOATE, SODIUM BISULFITE (ADDED AS PRESERVATIVES) AND FD&C YELLOW #5.), Cucumber Large English Seedless (ENGLISH LONG CUCUMBER.), Onion Pickled (Dressing Pickled Onion (5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Jumbo Red Onion, Red Beets), Large Green Bell Pepper (GREEN BELL PEPPER), Olive Kalamata Ex Large Pitted (KALAMATA OLIVES ,WATER, SEA SALT, RED WINE VINEGAR, OLIVE OIL)","Cut Harvest Blend Medley Salad Mix (LETTUCE), Vinaigrette Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Spicy Brown Mustard (VINEGAR, MUSTARD SEED, SALT, CONTAINS LESS THAN 2% OF: SPICES AND TURMERIC.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY))), 1/16"" Shredded Carrots, Chickpeas Bush (PREPARED CHICK PEAS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT, AND DISODIUM EDTA ADDED TO PRESERVE COLOR.), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Grape Tomatoes (TOMATO), Whole Pepperoncini Peppers (GREEN PEPPERS, WATER, SALT, VINEGAR, CITRIC ACID, SODIUM BENZOATE, SODIUM BISULFITE (ADDED AS PRESERVATIVES) AND FD&C YELLOW #5.), Cucumber Large English Seedless (ENGLISH LONG CUCUMBER.), Onion Pickled (Dressing Pickled Onion (5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Jumbo Red Onion, Red Beets), Large Green Bell Pepper (GREEN BELL PEPPER), Olive Kalamata Ex Large Pitted (KALAMATA OLIVES ,WATER, SEA SALT, RED WINE VINEGAR, OLIVE OIL)",2025-05-31T23:25:50.130744
243782372,Salmon Bowl,13,Cafe,All Day,Salads and Bowls,Bowl (432g),690,44g,9g,NA,100mg,770mg,39g,5g,16g,40g,"Roasted Vegetables (Medium Squash Zucchini, Small Yellow Squash, Butternut Squash, Medium Fresh Mushrooms, Pepper Bell Tri Color Asstd (SWEET MINI PEPPERS), Jumbo Red Onion, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Spice Pepper Black Ground), Salmon Steak (Fish Salmon Fillet Atlantic Sknls Harbor (ATLANTIC SALMON, ASTAXANTHIN (COLOR)), Salmon Marinade (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Ground Paprika Rt (PAPRIKA, AND SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING).), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Red Pepper Crushed 12 OZ (CRUSHED RED PEPPER.), Ground Black Pepper (BLACK PEPPER))), Chicken Apple Cous Cous (Couscous, Apple Granny Smith Sliced Fz, Bnls Chicken Breast (GFI), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Dried Apricots (APRICOT), Raisin Seedless Golden (RAISINS), Garlic Chopped in Water, Base Chicken Flavor Liquid Knorr (CHICKEN BROTH, SALT, SUGAR, YEAST EXTRACT, CHICKEN FAT, CORN STARCH, CITRIC ACID, NATURAL FLAVOR), Washed & Destemmed Fresh Cilantro Herb, Cranberry Dried Sweet (DRIED CRANBERRIES, SUGAR, SUNFLOWER OIL.), Curry Powder (SPICES (INCLUDING CORIANDER, FENUGREEK TURMERIC AND RED PEPPER), AND ONION), Ground Black Pepper (BLACK PEPPER)), Washed & Destemmed Fresh Cilantro Herb",,2025-05-31T23:25:51.068918
243782373,Salmon Garden Salad,13,Cafe,All Day,Salads and Bowls,Salad (743g),590,41g,8g,NA,60mg,690mg,27g,14g,7g,28g,"Garden Salad (Cut Harvest Blend Medley Salad Mix (LETTUCE), Chopped Romaine Lettuce (1-1/4"" Chopped Romaine Lettuce (LETTUCE)), Vinaigrette Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Spicy Brown Mustard (VINEGAR, MUSTARD SEED, SALT, CONTAINS LESS THAN 2% OF: SPICES AND TURMERIC.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY))), Cucumbers, Grape Tomatoes (TOMATO), Jumbo Carrots), Salmon Steak (Fish Salmon Fillet Atlantic Sknls Harbor (ATLANTIC SALMON, ASTAXANTHIN (COLOR)), Salmon Marinade (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Ground Paprika Rt (PAPRIKA, AND SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING).), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Red Pepper Crushed 12 OZ (CRUSHED RED PEPPER.), Ground Black Pepper (BLACK PEPPER))), Tomato 5x6, Jumbo Carrots (CARROT)",,2025-05-31T23:25:51.980469
243782374,Southwest Chicken Bowl,13,Cafe,All Day,Salads and Bowls,Bowl (489g),900,51g,11g,NA,90mg,1120mg,72g,11g,5g,46g,"Rice Corn (Rice Basmati Raw, Corn Kernel Golden Sweet IQF Frz Harvest Value 2.5 lb, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Ground Coriander, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Black Bean Salad (Bean Black Cn, Pepper Bell Tri Color Asstd (SWEET MINI PEPPERS), Corn Yellow Cut Frz, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), 5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Celery Stalk Fresh  36 CT, Fresh Curly Parsley Herb, Onions Green Trimmed Iceless Fresh (ONION), CILANTRO FRESH HERB PACKER, Ground Cumin, Ground Coriander, Spice Red Pepper Crushed 12 OZ (CRUSHED RED PEPPER.), Spice Pepper Black Ground, Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE)), Chipotle Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Juice Apple Cider, Pepper Chipotle Whl in Adobo (CHIPOTLE PEPPERS, VINEGAR, TOMATOES, ONIONS, SUGAR, IODIZED SALT, PAPRIKA, SOY BEAN OIL AND SPICES.), Lemon Juice Not from Concentrate (LEMONS), Jumbo Red Onion, Honey Clover 3 lb (HONEY.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.)), Fresh Curly Parsley Herb",,2025-05-31T23:25:52.898689
243782370,Vegan Buddah Bowl,13,Cafe,All Day,Salads and Bowls,Bowl (530g),760,37g,7g,NA,0mg,1060mg,90g,16g,11g,24g,"Quinoa (Quinoa White), Eggplant Preparation (Whole Eggplant, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Black Pepper (BLACK PEPPER), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.))), Roasted Broccoli (Broccoli Florets, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Herb Mix (Herb Thyme Fresh 8 oz (FRESH THYME.), Fresh Oregano (FRESH OREGANO.), Fresh Basil Herb (FRESH BASIL.)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Black Pepper (BLACK PEPPER)), Green Tahini Dressing (Lemon Tahini Dressing (Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Black Pepper (BLACK PEPPER), 20 oz Distilled Water (WATER)), Baby Spinach Flat Leaves (SPINACH), Fresh Mint Herb (FRESH MINT.), Sauce Chili Sambal Oelek (CHILI, SALT, DISTILLED VINEGAR, POTASSIUM SORBATE AND SODIUM BISULFATE AS A PRESERVATIVE AND XANTHAN GUM.)), Pickled Vegetables (Dressing Pickled Onion (5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cabbage Red Shredded 1/8"", Jumbo Carrots, Red Beets), Corn Yellow Cut Frz, Lentil Preparation (Dried Lentils (ORGANIC LENTILS)), Kale Fresh Ref (KALE)",,2025-05-31T23:25:53.875151
243782375,Dijonaise,13,Cafe,All Day,Dressings,2 oz Portion (56g),260,26g,3.5g,NA,20mg,670mg,0g,0g,0g,0g,"Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Mustard Dijon Extra Strong Shelf Stable (WATER, MUSTARD SEEDS, VINEGAR, SALT, SULFITES AS A PRESERVATIVE), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-05-31T23:25:54.678690
243782376,Jalapeno Aioli,13,Cafe,All Day,Dressings,2 oz Portion (56g),390,43g,6g,NA,40mg,380mg,0g,0g,0g,0g,"Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Lemon Juice Not from Concentrate (LEMONS), Pepper Jalapenos - Ford's, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Spice Pepper Black Ground",,2025-05-31T23:25:55.450661
243782377,White French Dressing,13,Cafe,All Day,Dressings,2 oz Portion (57g),220,22g,3.5g,0g,25mg,210mg,2g,0g,2g,1g,"Buttermilk Whole (CULTURED MILK, SALT, CORNSTARCH, VIT D3), Mayonaise HVY Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Ranch Dressing (INGREDIENTS: SOYBEAN OIL, WATER, VINEGAR, SUGAR, EGG YOLKS, SALT, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, BUTTERMILK*, WHEY*, XANTHAN GUM, GARLIC*, SPICE, PHOSPHORIC ACID, ONIONS*, DISODIUM GUANYLATE, DISODIUM INOSINATE, NATURAL FLAVOR, SORBIC ACID AND CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR) *DRIED)",,2025-05-31T23:25:56.181123
